id|Nombre Comercial|Clasificación|Dirección|Referencia de Dirección |Teléfona Principal|Teléfono Secundario|Correo Electrónico|Dirección web|Horario de atención |estimacion de usuarios mensual|id_1
4469|MARTINICA|RESTAURANTE|Av. Flavio Reyes .Ciudadela Umiña II lote 1 Umiña 4| Restaurante Martinica. casa 2 pisos&nbsp  Via A Barbasquillo. a 500 metros antes de llegar a Manta Host. |52679045|52669035|lceli@martinica.com.ec|www.martinica.com.ec|Lunes a sabado de 08:00 a22:00|108|11965
4470|MARTINICA|RESTAURANTE|CIUDADELA UMIÑA 2 MZ I LOTE 1. VIA BARBASQUILLO||2669035||pmero@martinica.com.ec||Lunes a sabado de 08:00 a22:00|220|11966
4471|MARU COCINA EMOTIVA BY MUYA|RESTAURANTE|AV. 5 DE JUNIO DIAGONAL AL CONCORDE||52338676||muya_contabilidad27@hotmail.com||Lunes a sabado de 08:00 a22:00|239|11967
4472|MARVENTO|RESTAURANTE|AVENIDA GENERAL ENRIQUEZ GALLOS Y CALLE GUAYAS Y QUIL ||||||Lunes a sabado de 08:00 a22:00|189|11968
4473|MARVENTO CHIPIPE|HOTEL|EDUARDO ASPIAZU S/N ALFONSO COBOS|AL FRENTE DE DISCOTECA NOA|42772454|980528775|jorgepalma_new@hotmail.com||Lunes a Domingo 24 horas|144|11969
4474|MARVENTO DOS|HOTEL|DIGNO NUÑEZ S/N AVDA. GENERAL ENRIQUEZ|A MEDIA CUADRA DEL CUERPO DE COMBEROS|42770827|987963042|gcalleargudo@hotmail.com||Lunes a Domingo 24 horas|244|11970
4475|MARVENTO I|HOSTAL|AV.GENERAL ENRIQUEZ GALLO SN GUAYAS Y QUIL||42770975|997416033|hotelmarvento@gmail.com|WWW.HOTELESMARVENTO.COM| Lunes a domingo 24 horas|207|11971
4476|MARVENTO II|HOTEL|Digno Nuñez 1 Av. General Enriquez||42770287|994643606|hotelmarventosalinas@gmail.com|www.hotelmarvento.com|Lunes a Domingo 24 horas|223|11972
4477|MARVENTO IV|HOSTAL|Av. General Enriquez 1 Armando Barreto||42772037|981620719|marventosuites@gmail.com|www.hotelmarvento.com| Lunes a domingo 24 horas|205|11973
4478|MARVENTO IV|RESTAURANTE|AVENIDA ENRIQUEZ GALLOS BAJOS DEL HOSTAL MARVENTO IV||||||Lunes a sabado de 08:00 a22:00|163|11974
4479|MARYFER|FUENTE DE SODA|CDLA. NAVAL NORTE, MZ. 6, SL. 1-B||2291023||fa_cabezas@hotmail.com||Lunes a viernes  06:00 a 20:00|150|11975
4480|MARYORMAR|HOSTAL|VILLAMARINA MZ V4 LOTE 05||997658863||hostal_maryormar@hotmail.com|| Lunes a domingo 24 horas|224|11976
4481|MAS Q' BUENO|RESTAURANTE|AV. ARIZADA Y LUIS LEON||2985562||dumarolm@hotmail.com||Lunes a sabado de 08:00 a22:00|169|11977
4482|MAS TRAVEL - GCB|AGENCIA DE VIAJES MAYORISTA|VELEZ 409 Y ESCOBEDO||2512430||info@mastravel.com.ec||Lunes a Viernes 08h30 a 17h30|128|11978
4483|MASCARA CAFE LA|CAFETERÍA|GUAYACANES 132 Y VICTOR EMILIO ESTRADA||||||Lunes a Viernes 08h30 a 17h00|247|11979
4484|MASHIPURAVIAJES S.A.|OPERADOR TURÍSTICO|VELEZ 501 Y BOYACA. EDIF. LANCIA, PISO 6, OF. 6-1||6002675||m.vera@mashipura.com|www.mashipura.com|Lunes a viernes de 08:00 a 18:00|212|11980
4485|MASQUEVUELOS AGENCIAS DE VIAJES |AGENCIA DE VIAJES INTERNACIONAL|AV.7 BARRIO CORDOVA||2621705||masquevuelos@gmail.com||Lunes a Viernes 08h30 a 17h30|146|11981
4486|MASTER PIZZA|RESTAURANTE|AV. LAS MONJAS #217 Y CALLE 3ra||2382888||||Lunes a sabado de 08:00 a22:00|137|11982
4487|MASTER PIZZA|RESTAURANTE|KM. 1 1/2 VIA A SAMBORONDON C.C. LA TORRE LOCAL A-4||2833222||||Lunes a sabado de 08:00 a22:00|241|11983
4488|MATA PALO|RESTAURANTE|CLLE SAN FRANCISCO S/N Y MANUEL MARIA OLIVES||||||Lunes a sabado de 08:00 a22:00|231|11984
4489|MATEO HERMANOS|RESTAURANTE|CALLE PRINCIPAL||2535042||||Lunes a sabado de 08:00 a22:00|133|11985
4490|MATHAM COMIDA LIBANESA|RESTAURANTE|ALBORADA 10MA ETAPA MZ. 105 C.C. LA ROTONDA LOCAL C||2236665||ALEX-ISAAC@HOTMAIL.COM||Lunes a sabado de 08:00 a22:00|123|11986
4491|MATURANA SALSA|DISCOTECA|GRAL. VILLAMIL PLAYAS, AV. JAIME ROLDOS S/N Y PAQUISHA||99113680||gina_jordan@hotmail.com||lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|189|11987
4492|MAU D|RESTAURANTE|CDLA. UNIVERSITARIA CALLE U-6||52450032||pablo.arteaga@grupodifare.com||Lunes a sabado de 08:00 a22:00|248|11988
4493|MAU LOA|RESTAURANTE|AVENIDA MALECON Y CALLE 36 A UNA CUADRA DE RESTAURANTE MAR Y TIERRA||86143246||||Lunes a sabado de 08:00 a22:00|108|11989
4494|MAU LOA|BAR|AV. MALECON SALINAS Y CALLE 36 A UNA CUADRA DE MAR Y TIERRA||98614324||elnegro.7@hotmail.com||lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|232|11990
4495|MAUI|BAR|AV. CIRCUNVALACIÓN Y DANIEL HIDALGO||989351137||belencitajayafc@hotmail.com||lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|136|11991
4496|MAVALOS|FUENTE DE SODA|LORENZO DE GARAICOA 821 Y NUEVE DE OCTUBRE LOCAL 825||97639974||||Lunes a viernes  06:00 a 20:00|235|11992
4497|MAVERO|HOSTAL|AVENIDA HUALTACO S/N PRIMERO DE MAYO|FRENTE AL MERCADO CENTRAL|72966447|999144567|xavi_r_5@yahoo.com|| Lunes a domingo 24 horas|157|11993
4498|MAVIER|HOSTAL|JUAN PEREIRA S/N PRIMERA TRANSVERSAL|FRENTE A ITM||991734468|mariuxi@edpacif.com|| Lunes a domingo 24 horas|158|11994
4499|MAXCAR RENT A CAR|TRANSPORTE TERRESTRE|CDLA. SIMON BOLIVAR, SOLAR 100, MZ. 5||2399183|||www.maxcarrentacar.com|Lunes a domingo 24 horas|224|11995
4500|MAXI PIZZA|FUENTE DE SODA|BARRIO 11 DE DICIEMBRE AV. MALECON Y CALLE 18 JUNTO A SEVEN SEAS|| || ||Lunes a viernes  06:00 a 20:00|247|11996
4501|MAXIMA|HOSTAL|GONZALEZ SUAREZ  ||9054950||hostal_maxima@hotmail.com|www.hostal maxima.org| Lunes a domingo 24 horas|237|11997
4502|MAXIMO|RESTAURANTE|AVENIDA SEPTIMA Y CALLE 22 BARRIO MILAGRO ATRAS DE MI COMISARIATO JR.||||||Lunes a sabado de 08:00 a22:00|216|11998
4503|MAXIS YOGURT|FUENTE DE SODA|COLON 712 Y LEONIDAS PLAZA||||||Lunes a viernes  06:00 a 20:00|215|11999
4504|MAXIS YOGURT|FUENTE DE SODA|CDLA. SAUCES SEIS, MZ. 268-F, SL. 14||2589459||||Lunes a viernes  06:00 a 20:00|214|12000
4505|MAXIS YOGURT|FUENTE DE SODA|PORTETE 2617 Y BABAHOYO LOCAL 1||||||Lunes a viernes  06:00 a 20:00|115|12001
4506|MAXIS YOGURT|FUENTE DE SODA|CDLA ALBORADA 13 AVA ETAPA SOLAR # 37 MZ 13-18 ||2385998||||Lunes a viernes  06:00 a 20:00|172|12002
4507|MAY MICKEY|RESTAURANTE|URB. HERRADURA, MZ. 7, LOCAL 4-5||993896721||||Lunes a sabado de 08:00 a22:00|171|12003
4508|MAYAE CLUB|RESTAURANTE|SEPTIMA 0 VÍA FLORES|JUNTO A LA LUBRICADORA SULLAY|0|999139083|moisymary@gmail.com||Lunes a sabado de 08:00 a22:00|117|12004
4509|MAYERLI|RESTAURANTE|VIA TORATA PIÑAS||72164373||||Lunes a sabado de 08:00 a22:00|245|12005
4510|MAYFLOWER|RESTAURANTE|AV. 4 DE NOVIEMBRE S/N 113|CENTRO COMERCIAL PASEO SHOPPING MANTA|23944640|987132864|bodegam41@mayflower.com.ec||Lunes a sabado de 08:00 a22:00|141|12006
4511|MAYFLOWER|RESTAURANTE|AV. DE LAS AMÉRICAS 700, TERMINAL TERRESTRE, LOCAL 64, PATIO DE COMIDAS||2130420||recepciongye@mayflower.com.ec||Lunes a sabado de 08:00 a22:00|200|12007
4512|MAYFLOWER|RESTAURANTE|AV. JUAN TANCA MARENGO S/N Y JOAQUÍN ORRANTIA, C.C. MALL DEL SOL, OF. F-13||2082046||||Lunes a sabado de 08:00 a22:00|152|12008
4513|MAYFLOWER|RESTAURANTE|AV. FRANCISCO DE ORELLANA S/N Y AV. CARLOS LUIS PLAZA DAÑIN, C.C. SAN MARINO SHOPPING, PISO 2, LOCAL P2-1-06||||bodegam11@mayflower.com.ec||Lunes a sabado de 08:00 a22:00|162|12009
4514|MAYFLOWER|RESTAURANTE||PATIO DE COMIDAS|992818898|994915645|mrivera@mayflower.com.ec||Lunes a sabado de 08:00 a22:00|240|12010
4515|MAYFLOWER |RESTAURANTE|AV. EL BOMBERO S/N VÍA A LA COSTA| El local esta ubicado en el Centro Comercial Riocentro Los Ceibos. |23944640|93180832|gmorillo@mayflower.com.ec|www.mayflower.com.ec|Lunes a sabado de 08:00 a22:00|150|12011
4516|MAYFLOWER |RESTAURANTE|KM. 1 1/2 LADO ESTE  S/N LA PUNTILLA-LA AURORA| El local esta ubicado en el C.C. RIOCENTRO ENTRERIOS&nbsp  |23944640|983180832|gmorillo@mayflower.com.ec|www.mayflower.com.ec|Lunes a sabado de 08:00 a22:00|193|12012
4517|MAYICRIST|RESTAURANTE|LIZARDO GARCIA 724 Y COLON||2360955||||Lunes a sabado de 08:00 a22:00|206|12013
4518|MAYKITO|RESTAURANTE|ATAHUALPA Y PAEZ 096 Y WASHINGTON||2697916||||Lunes a sabado de 08:00 a22:00|222|12014
4519|MAYRITA |RESTAURANTE|11AVA. 526 E/PEDRO PABLO GOMEZ Y ALCEDO ||2451083||||Lunes a sabado de 08:00 a22:00|250|12015
4520|MAYVI MI CALETA|HOSTAL|CALLE 21 S/N ENTRE PRIMERA Y SEGUNDA AVENIDA|JUNTO AL BANCO DEMIRO|99001594|990015942|moralesvicente82@gmail.com|| Lunes a domingo 24 horas|120|12016
4521|MAZUVI TRAVEL |AGENCIA DE VIAJES DUAL|Av. Jaime Roldos  EDIF 5 Rodrigo Chavez| Parque Empresarial Colon |993303050|984317400|mazuvitravel@gmail.com||Lunes a Viernes 08h30 a 17h30|161|12017
4522|MB LOUNGE|RESTAURANTE|JUNIN 412 Y GENERAL CORDOVA, EDIF. HOTEL DEL CENTRO, PB||42301477||anaavilesborja@hotmail.com||Lunes a sabado de 08:00 a22:00|214|12018
4523|MBC MANTA TRAVEL S.A|AGENCIA DE VIAJES DUAL|CALLE 16 SN AVENIDA 03|FRENTE AL COLEGIO PEDRO FERMIN||990833618|jose.bailon2204@gmail.com||Lunes a Viernes 08h30 a 17h30|160|12019
4524|MC CAFE|CAFETERÍA|JUAN JOSE LOAYZA Y JUAN MONTALVO||987351004||||Lunes a Viernes 08h30 a 17h00|197|12020
4525|MC CAFE|CAFETERÍA|9 de octubre N/A Juan Montalvo| Junto a los juzgados de Piñas |987351004||mireyacunha@hotmail.com||Lunes a Viernes 08h30 a 17h00|123|12021
4526|MC DONALD' S MALL DEL SOL|RESTAURANTE|CDLA. VERNAZA NORTE, AV. JUAN TANCA MARENGO S/N, C.C. MALL DEL SOL, OF. F-17||||||Lunes a sabado de 08:00 a22:00|128|12022
4527|MC DONALD' S TERMINAL TERRESTRE|RESTAURANTE|AV. BENJAMIN ROSALES S/N Y AV. DE LAS AMERICAS, EDIF TERMINAL TERRESTRE LOCAL 75||2140166||||Lunes a sabado de 08:00 a22:00|130|12023
4528|MC DONALD´S|RESTAURANTE|AV. DEL BOMBEROY LEOPOLDO CABRERA CALVO||2355442||MCDOLY@INTERACTIVE.NET.EC||Lunes a sabado de 08:00 a22:00|102|12024
4529|MC DONALD´S|RESTAURANTE|PEDRO CARBO 531 Y  9 DE OCTUBRE||2321210||sfo@interactive.com.ec||Lunes a sabado de 08:00 a22:00|157|12025
4530|MC DONALD´S|RESTAURANTE|DOMINGO COMIN S/N ENTRE CALLE H Y CALLE E SUR||2444577||mcdsur@interactive.net.ec|www.mcdonald´s.com|Lunes a sabado de 08:00 a22:00|104|12026
4531|MC DONALD´S|RESTAURANTE|ALBORADA  A.. GUILLERMO PAREJA Y BENJAMIN CARRION||2643807||mcdalb@interactive.com.ec||Lunes a sabado de 08:00 a22:00|176|12027
4532|MC DONALD´S|RESTAURANTE|C.C. MALECON 2000 LOCAL R-2-1- PLANTA  ALTA (MALECON SIMON BOLIVAR) ||2320395||MCD2000@INTERACTIVE.NET.EC|www.macdonalds.com.ec|Lunes a sabado de 08:00 a22:00|214|12028
4533|MC DONALD´S|RESTAURANTE|AV VEINTE Y CINCO DE JULIO Y JOSE DE LA CUADRA C.C.MALL DE SUR LOCAL 267||2085070||||Lunes a sabado de 08:00 a22:00|204|12029
4534|MC DONALD´S|RESTAURANTE|AV. FRANCISCO DE ORELLANA # 5 , 6, 9, 10 Y JOSE ALABEDRA||2888812||||Lunes a sabado de 08:00 a22:00|147|12030
4535|MC DONALD´S|RESTAURANTE|AV PERIMETRAL KM 11/2 VIA SAMBORONDON||2478348||MCDSAM@INTERACTIVE.NET.EC||Lunes a sabado de 08:00 a22:00|139|12031
4536|MC DONALD´S|RESTAURANTE|AV. FELIPE PEZO S/N Y BENJAMIN CARRION, C.C. CITY MALL, LOCAL FC-009||3068350||||Lunes a sabado de 08:00 a22:00|191|12032
4537|MC DONALD´S|RESTAURANTE|URB. PURETO VEREDELLA||||||Lunes a sabado de 08:00 a22:00|171|12033
4538|MC DONALD´S|FUENTE DE SODA|AV.DEL PERIODISTA S/N Y JUAN BAUTISTA AGUIRRE||2294857||||Lunes a viernes  06:00 a 20:00|229|12034
4539|MC DONALD´S AERO GYE|RESTAURANTE|AV. DE LAS AMERICAS S/N ISIDRO AYORA, AEROPUERTO JOSE JOAQUIN DE OLMEDO, AI21-AI-24||96852720||s-finanzas@ec.mcd.com||Lunes a sabado de 08:00 a22:00|130|12035
4540|MC DONALD´S RIOCENTRO CEIBOS|RESTAURANTE|AV. DEL BOMBERO, C.C. RIOCENTRO CEIBOS PA C-06||43703100||s-finanzas@ec.mcd.com||Lunes a sabado de 08:00 a22:00|199|12036
4541|MC DONALD'S|RESTAURANTE|AV. PERIMETRAL  VIA A SAMBORONDOM||836737||||Lunes a sabado de 08:00 a22:00|182|12037
4542|MC DONALD'S|RESTAURANTE|CDLA. ENTRE RIOS S/N C.C. VILLAGE PLAZA  PISO #2  OFIC. #222||6026240||||Lunes a sabado de 08:00 a22:00|186|12038
4543|MC PATO|FUENTE DE SODA|CALLE 9 AV 24||||juliofortty@gmail.com||Lunes a viernes  06:00 a 20:00|128|12039
4544|MC SUITES|HOSTAL|Av. Justino Cornejo 14 Luis Orrantia ||42682699|983315961|contabilidad@mcsuites.com.ec|www.mcsuites.com.ec| Lunes a domingo 24 horas|182|12040
4545|MC WILL|RESTAURANTE|COLON Y LIBERTAD||||||Lunes a sabado de 08:00 a22:00|159|12041
4546|MC_TOUR S.A.|AGENCIA DE VIAJES MAYORISTA|AGUIRRE 116 PICHINCHA| FRENTE A LA GOBERNACION DEL GUAYAS |42517357|46043092|contabilidad@mctour.com.ec|www.mctour.com.ec|Lunes a Viernes 08h30 a 17h30|224|12042
4547|MD RICO POLLO|RESTAURANTE|JUAN X MARCOS 133 OLMEDO|A UNA CUADRA DE CENTER DRIVE|52730295|967084266|lalyimn@hotmail.com||Lunes a sabado de 08:00 a22:00|104|12043
4548|MD RICO POLLO |RESTAURANTE|JUAN MONTALVOS/N Y 18 DE MAYO||994495784||layimn@hotmail.com||Lunes a sabado de 08:00 a22:00|155|12044
4549|MDC GROUP|OPERADOR TURÍSTICO|VIA SAN MATEO 1234 CIUDADELA MANTA 2000|CIUDADELA MANTA 2000|52679137|979809543|patricio_vargasc@hotmail.com|www.groupmdc.net|Lunes a viernes de 08:00 a 18:00|165|12045
4550|MECHITA|RESTAURANTE|AV JUAN PABLO SEGUNDO MZ 257||||||Lunes a sabado de 08:00 a22:00|208|12046
4551|MEDIA LUNA|ESTABLECIMIENTO MÓVIL|LUZURRAGA 207 PANAMA| ATRÁS DEL HOTEL RAMADA |984884598||lamedialuna.gye@gmail.com||Lunes a viernes de 9:00 a 15:00, Lunes a viernes de 16:00 a 22:00|199|12047
4552|MEDICAL CENTER SAN FRANCISCO |HOSTAL|BARRIO EL RECUERDO SOLAR #12 Y OLMEDO MZ. #168||2797730|||| Lunes a domingo 24 horas|229|12048
4553|MEDITERRANE|RESTAURANTE|AVENIDA 18 Y CALLES 6 Y 7||91109372||||Lunes a sabado de 08:00 a22:00|236|12049
4554|MEDITERRANEO|HOTEL|AVE. 9 CALLE 20 MZ. 66 SOLAR 17-18-1||42771778||||Lunes a Domingo 24 horas|213|12050
4555|MEDITERRANEO|RESTAURANTE|BARRIO UMIÑA AV. FALVIO REYES||52628512||gladysverdugabravo@hotmail.com||Lunes a sabado de 08:00 a22:00|246|12051
4556|MEDITERRANEO|BAR|AV. FLAVIO REYES Y CALLE 29 Y 30||||mediterraneokaraoke@hotmail.com||lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|230|12052
4557|MEDITERRANEO COCINA FUSION |RESTAURANTE|CDLA LAS  LOMAS DE  URDESA, GUAYACANES Y CALLE TERCERA SOLAR 13 ||||||Lunes a sabado de 08:00 a22:00|216|12053
4558|MEDITERRANEO DEL PUERTO|RESTAURANTE|AV. MALECON Y SUCRE-PUERTO BOLIVAR|| || ||Lunes a sabado de 08:00 a22:00|150|12054
4559|MEDITERRANIUN|RESTAURANTE|AV. LAS PALMERAS Y MARCEL LANIADO||2982256||ferchy89@hotmail.com||Lunes a sabado de 08:00 a22:00|198|12055
4560|MEETECUADOR|AGENCIA DE VIAJES DUAL|CALLE TERCERA 506 AVENIDA QUINTA Y AVENIDA SEXTA|DIAGONAL CAMARONERA CALVI|42015447|959603659|meetecuador@hotmail.com|www.meetecuador.net|Lunes a Viernes 08h30 a 17h30|242|12056
4561|MEGAFLIPPER PORTOVIEJO|RESTAURANTE|TENNIS CLUB Y PEDRO ZAMBRANO ESQ.||989172928||franqmegaflipper@gmail.com||Lunes a sabado de 08:00 a22:00|129|12057
4562|MEGAPTERA|TRANSPORTE MARITIMO Y FLUVIAL|MALECON DE PTO. CAYO||2616042||lugansbuzo@yahoo.es||Lunes a domingo 24 horas|157|12058
4563|MEGATUR|AGENCIA DE VIAJES INTERNACIONAL|ILLINGWORTH 115 Y MALECON||2327040||info@megatoursecuador.com||Lunes a Viernes 08h30 a 17h30|188|12059
4564|MEI HUA QUINSALOMA|RESTAURANTE|SAN LORENZO S/N Y AV. PROGRESO||999304875||||Lunes a sabado de 08:00 a22:00|212|12060
4565|MEIVAN|FUENTE DE SODA|AVENIDA MALECON ENTRE CALLE 19 Y 20 ISLA #19||||||Lunes a viernes  06:00 a 20:00|218|12061
4566|MELANYS|RESTAURANTE|AV. PRINCIPAL.||2517149||prmaldonado258@gmail.com||Lunes a sabado de 08:00 a22:00|141|12062
4567|MELBITA|HOTEL|ELOY ALFARO Y MONTECRISTI||2785241||||Lunes a Domingo 24 horas|187|12063
4568|MEMORIES|BAR|IMBABURA 214 ENTRE PANAMA Y ROCAFUERTE, OF. B-212||91678862||||lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|211|12064
4569|MEN YUAN|RESTAURANTE|CDLA FLORIDA NORTE MZ 613 SL 14||||||Lunes a sabado de 08:00 a22:00|248|12065
4570|MENDOZA|HOSTAL|AV. CHONE ENTRE SALUSTIO GILER Y DIOSA UMIÑA||52662592||lvc_vera@hotmail.com|| Lunes a domingo 24 horas|186|12066
4571|MENESTRA DEL NEGRO|RESTAURANTE|MALL DEL PACIFICO||||fausto.diaz@kfc.com.ec||Lunes a sabado de 08:00 a22:00|130|12067
4572|MENESTRAS DEL NEGRO|RESTAURANTE|PASEO SHOPPING||||fausto.diaz@kfc.com.ec||Lunes a sabado de 08:00 a22:00|218|12068
4573|MENESTRAS DEL NEGRO|RESTAURANTE|SUCRE # 100 Y MALECON ||2511833||||Lunes a sabado de 08:00 a22:00|101|12069
4574|MENESTRAS DEL NEGRO|RESTAURANTE|AV. 25 DE JULIO # 274 Y ERNESTO ALBAN C.C. MALL DEL SUR OFICINA # 274||2085249||||Lunes a sabado de 08:00 a22:00|101|12070
4575|MENESTRAS DEL NEGRO|RESTAURANTE|AV 25 DE JULIO , C.C. RIOCENTRO SUR LOCAL # 2 ||2556258||||Lunes a sabado de 08:00 a22:00|112|12071
4576|MENESTRAS DEL NEGRO|RESTAURANTE|AV. BENJAMIN ROSALES Y ROLDOS AGUILERA TERMINAL TERRESTRE LOCAL # 70 ||7041858||||Lunes a sabado de 08:00 a22:00|124|12072
4577|MENESTRAS DEL NEGRO|RESTAURANTE|PATIO DE COMIDA DEL SHOPPING||||||Lunes a sabado de 08:00 a22:00|172|12073
4578|MENESTRAS DEL NEGRO|RESTAURANTE|VIA SAMBORONDON S/N C.C. VILLAGE PLAZA  LOCAL #218||2306809||||Lunes a sabado de 08:00 a22:00|234|12074
4579|MENESTRAS DEL NEGRO|RESTAURANTE|C.C. RIOCENTRO NORTE - LOCAL # C-2 ||||||Lunes a sabado de 08:00 a22:00|241|12075
4580|MENESTRAS DEL NEGRO|RESTAURANTE|VIA QUEVEDO - BUENA FE, C.C. PASEO SHOPPING QUEVEDO, LOCAL C-9||||||Lunes a sabado de 08:00 a22:00|227|12076
4581|MENESTRAS DEL NEGRO|RESTAURANTE|AV. FELIPE PEZO S/N Y BENJAMIN CARRION, C.C. CITY MALL, LOCAL FC-004||||||Lunes a sabado de 08:00 a22:00|240|12077
4582|MENESTRAS DEL NEGRO|RESTAURANTE|AV. 9 DE OCTUBRE 442 Y BAQUERIZO MORENO||||||Lunes a sabado de 08:00 a22:00|246|12078
4583|MENESTRAS DEL NEGRO|RESTAURANTE|VÍA BABAHOYO S/N VÍA A GUAYAQUIL|CENTRO COMERCIAL PASEO SHOPING|0||fausto.diaz@kfc.com.ec||Lunes a sabado de 08:00 a22:00|128|12079
4584|MENESTRAS DEL NEGRO|RESTAURANTE|AV. 56 PERIMETRAL, MALL EL FORTÍN, OFICINA 251-252||980394992||m43@menestrasdelnegro.com.ec||Lunes a sabado de 08:00 a22:00|158|12080
4585|MENESTRAS DEL NEGRO|RESTAURANTE|AV. FRANCISCO DE ORELLANA S/N Y CARLOS L. PLAZA DAÑIN, C.C. SAN MARINO SHOPPING, LOCAL P 02-1-02||98134967||fausto.diaz@kfc.com.ec||Lunes a sabado de 08:00 a22:00|171|12081
4586|MENESTRAS DEL NEGRO|RESTAURANTE|AUTOPISTA DURÁN - BOLICHE, PASEO SHOPPING DURÁN, OFICINA C-9||24011442||m47@menestrasdelnegro.com.ec||Lunes a sabado de 08:00 a22:00|116|12082
4587|MENESTRAS DEL NEGRO|RESTAURANTE|VIA A LA AURORA S/N, C.C. RIOCENTRO EL DORADO, PISO 1, OF.  C-26||23955400||||Lunes a sabado de 08:00 a22:00|174|12083
4588|MENESTRAS DEL NEGRO|RESTAURANTE|AV. DE LAS AMERICAS S/N Y HERMANO MIGUEL, AEROPUERTO JOSE JOAQUIN DE OLMEDO, OF. AN 3-4||999317655||fausto.diaz@kfc.com.ec||Lunes a sabado de 08:00 a22:00|113|12084
4589|MENESTRAS DEL NEGRO|RESTAURANTE|VIA QUEVEDO - BUENA FE S/N SECUNDARIA| PASEO SHOPPING QUEVEDO (Patio de Comidas) |23955400|993703839|alexandra.sandoval@kfc.com.ec||Lunes a sabado de 08:00 a22:00|133|12085
4590|MENESTRAS DEL NEGRO|RESTAURANTE|MALECON S/N LOJA| MALECON 2000 (Patio de Comidas - Ruleta) |993703839|239554|fausto.diaz@kfc.com.ec||Lunes a sabado de 08:00 a22:00|186|12086
4591|MENESTRAS DEL NEGRO|RESTAURANTE|AV. RODOLFO BAQUERIZO NAZUR 40 AV. BENJAMIN CARRION| JUNTO A MC DONALDS ALBORADA |993703839|23955400|fausto.diaz@kfc.com.ec||Lunes a sabado de 08:00 a22:00|136|12087
4592|MENESTRAS DEL NEGRO|RESTAURANTE|AV. FRANCISCO DE ORELLANA  S/N AV. GUILLERMO PAREJA ROLANDO| CENTRO COMERCIAL RIOCENTRO NORTE (Patio de Comidas) |993703839|23955400|fausto.diaz@kfc.com.ec||Lunes a sabado de 08:00 a22:00|171|12088
4593|MENESTRAS DEL NEGRO|RESTAURANTE|AV. BENJAMIN ROSALES S/N JAIME ROLDOS AGUILERA| TERMINAL TERRESTRE DE GUAYAQUIL (Patio de Comidas) |993703839|23955400|fausto.diaz@kfc.com.ec||Lunes a sabado de 08:00 a22:00|106|12089
4594|MENESTRAS DEL NEGRO|RESTAURANTE|AV. 9 DE OCTUBRE 442 BAQUERIZO MORENO| A 1 CUADRA DE LA IGLESIA SAN FRANCISCO&nbsp  |993703839|23955400|fausto.diaz@kfc.com.ec||Lunes a sabado de 08:00 a22:00|151|12090
4595|MENESTRAS DEL NEGRO|RESTAURANTE|AV. 56 PERIMETRAL S/N SECUNDARIA | CENTRO COMERCIAL MALL EL FORTIN (Patio de Comidas) |993703839|23955400|fausto.diaz@kfc.com.ec||Lunes a sabado de 08:00 a22:00|201|12091
4596|MENESTRAS DEL NEGRO|RESTAURANTE|AV. AGUSTIN FREIRE  SOLAR 40  MANZANA 1263| FRENTE A CENTRO COMERCIAL GARZOCENTRO |993703839|23955400|fausto.diaz@kfc.com.ec||Lunes a sabado de 08:00 a22:00|132|12092
4597|MENESTRAS DEL NEGRO|RESTAURANTE|AV. FELIPE PEZO  S/N AV. BENJAMIN CARRION | CENTRO COMERCIAL CITY MALL (Patio de Comidass) |993703839|23955400|fausto.diaz@kfc.com.ec||Lunes a sabado de 08:00 a22:00|115|12093
4598|MENESTRAS DEL NEGRO|RESTAURANTE|VIA BABAHOYO - GUAYAQUIL  S/N SECUNDARIA| CENTRO COMERCIAL PASEO SHOPPING BABAHOYO (Patio de Comidas) |993703839|23955400|fausto.diaz@kfc.com.ec||Lunes a sabado de 08:00 a22:00|164|12094
4599|MENESTRAS DEL NEGRO|RESTAURANTE|AV. FRANCISCO DE ORELLANA S/N CARLOS LUIS PLAZA DANIN| CENTRO COMERCIAL SAN MARINO (Patio de Comidas) |993703839|23955400|fausto.diaz@kfc.com.ec||Lunes a sabado de 08:00 a22:00|240|12095
4600|MENESTRAS DEL NEGRO 28|ESTABLECIMIENTO MÓVIL|JORGE WASHINGTON SN VIA PORTOVIEJO MANTA|CC PASEO SHOPPING PORTOVIEJO|999661537||fausto.diaz@kfc.com.ec|www.menestrasdelnegro.com|Lunes a viernes de 9:00 a 15:00, Lunes a viernes de 16:00 a 22:00|120|12096
4601|MENFIS|BAR|FLAVIO REYES Y CALLE 22||||luis-anchundia@hotmail.com||lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|153|12097
